"Line Item","Qty","Value","Description","PACKAGE","Reference","MANUFACTURER","MANUFACTURER PART NUMBER","Substitutions Policy","Consigned"
"16","8","47uF","47 µF ±20% 6.3V Ceramic Capacitor X5R 0805 (2012 Metric)","0805","C86,C87,C144,C145,C152,C153,C160,C161","Samsung","CL21A476MQYNNNE","Any Parametric Equivalent"
"17","85","10uF","10 µF ±20% 25V Ceramic Capacitor X5R 0603 (1608 Metric)","0402","C9,C10,C14,C15,C20,C21,C23,C26,C69_1,C69_2,C69_3,C69_4,C71,C72,C73,C79,C85,C93,C94,C95,C96,C106,C107,C108,C109,C110,C111,C114,C115,C116,C117,C118,C119,C120,C121,C122,C142,C143,C146,C147,C158,C159,C162,C163,C168,C173,C175,C179,C181,C182,C183,C184,C187,C1003_1,C1003_2,C1003_3,C1003_4,C1004_1,C1004_2,C1004_3,C1004_4,C1005_1,C1005_2,C1005_3,C1005_4,C1006_1,C1006_2,C1006_3,C1006_4,C1007_1,C1007_2,C1007_3,C1007_4,C1008_1,C1008_2,C1008_3,C1008_4,C1039_1,C1039_2,C1039_3,C1039_4,C1040_1,C1040_2,C1040_3,C1040_4","Murata","GRM188R61E106MA73D","Any Parametric Equivalent"
"18","1","RGB","Red, Green, Blue (RGB) 625nm Red, 525nm Green, 465nm Blue LED Indication - Discrete 1.8V Red, 2.7V Green, 2.7V Blue 4-SMD, No Lead","4-SMD","D1","Kingbright","APFA3010LSEKJ3ZGKQBC","ECO Required for Substitution"
"19","8","1N4148WT-7","Diode 80 V 125mA Surface Mount SOD-523","SOD-523","D1000_1,D1000_2,D1000_3,D1000_4,D1001_1,D1001_2,D1001_3,D1001_4","Diodes","1N4148WT-7","ECO Required for Substitution"
"20","2","TPD1E1B04","8.5V (Typ) Clamp 6.3A (8/20µs) Ipp Tvs Diode Surface Mount 2-X1SON (1x.60)","2-X1SON (1x0.6mm)","D4,D5","Texas Instruments","TPD1E1B04DPYR","No Substitutions"
"21","2","2286211-3","RFI Shield Finger, Surface Mount","Surface Mount","EMI1,EMI2","TE Connectivity","2286211-3","No Substitutions"
"22","15","120@100MHZ","120 Ohms @ 100 MHz 1 Power Line Ferrite Bead 0402 (1005 Metric) 2A 55mOhm","0402","FB1,FB2,FB3,FB11,FB12,FB13,FB1000_1,FB1000_2,FB1000_3,FB1000_4,FB1001_1,FB1001_2,FB1001_3,FB1001_4,R91","Murata","BLM15PX121SN1D","No Substitutions"
"23","1","1.27mm 6 Pin TH","2x5 Pin 0.050"" (1.27mm) Through Hole, Right Angle Header","Through Hole","J3","CNC Tech","3220-10-0200-00","ECO Required for Substitution"
"24","1","TSW-101-16-G-Q-RA","2 Pin, 0.200"" (5.08mm), Through Hole, Right Angle Header","Through Hole","J4","Samtec","TSW-101-16-G-Q-RA","ECO Required for Substitution"
"25","1","2.54mm 6 Pin TH","6 pin 0.100"" (2.54mm) Through Hole, Right Angle Header","Through Hole","J5","Wurth Electronics","61300611021","ECO Required for Substitution"
"26","1","F300-1B7H1-11036-E100","36 Position FFC, FPC Connector Contacts, Bottom 0.020"" (0.50mm) Surface Mount, Right Angle","Surface Mount","J9","Amphenol ICC","F300-1B7H1-11036-E100","No Substitutions"
"27","4","BNC","50 Ohm BNC Jack, Through Hole, Right Angle","Through Hole","J1002_1,J1002_2,J1002_3,J1002_4","Molex","73100-0105","No Substitutions"
"28","2","009155002852006","2 Position Spring Battery Contact Connector Surface Mount, Right Angle","Surface Mount","J12,J13","KYOCERA AVX","009155002852006","No Substitutions"
"29","8","UD2-4.5NUN-L","DPDT (2 Form C) Relay, 4.5V Coil Voltage, Surface Mount","Surface Mount","K1000_1,K1000_2,K1000_3,K1000_4,K1001_1,K1001_2,K1001_3,K1001_4","KEMET","UD2-4.5NUN-L","No Substitutions"
"30","4","1uH","1 µH Shielded Drum Core, Wirewound Inductor 5.5 A 32mOhm Max 1210 (3225 Metric)","1210","L2,L3,L4,L5","Bourns","SRP3212-1R0M","ECO Required for Substitution"
"31","11","DMN62D0UW","N-Channel 60 V 340mA (Ta) 320mW (Ta) Surface Mount SOT-323","SOT-323","Q1,Q2,Q3,Q1002_1,Q1002_2,Q1002_3,Q1002_4,Q1003_1,Q1003_2,Q1003_3,Q1003_4","Diodes","DMN62D0UW-7","ECO Required for Substitution"
"32","1","10K","10k Ohm ±0.1% 125mW Power Per Element Isolated 2 Resistor Network/Array ±25ppm/°C 0606, Convex","0606","R13","Vishay Beyschlag","ACASN1002S1002P1ATF1002X","No Substitutions"
"33","1","280K","280 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Thick Film","0402","R93","Yageo","RC0402FR-07280KL","Any Parametric Equivalent"
"34","59","10K","10 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R1,R8,R15,R16,R17,R45,R58,R59,R61,R62,R66,R67,R68,R76,R77,R80,R81,R86,R87,R92,R94,R101,R108,R111,R117,R118,R121,R124,R128,R129,R130,R1029_1,R1029_2,R1029_3,R1029_4,R1030_1,R1030_2,R1030_3,R1030_4,R1031_1,R1031_2,R1031_3,R1031_4,R1032_1,R1032_2,R1032_3,R1032_4,R1033_1,R1033_2,R1033_3,R1033_4,R1044_1,R1044_2,R1044_3,R1044_4,R1052_1,R1052_2,R1052_3,R1052_4","Yageo","RC0402FR-0710KL","Any Parametric Equivalent"
"35","8","976k","976 kOhms ±1% 0.1W, 1/10W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film","0402","R1002_1,R1002_2,R1002_3,R1002_4,R1024_1,R1024_2,R1024_3,R1024_4","KOA Speer","RK73H1ETTP9763F","ECO Required for Substitution"
"36","8","10M","10 MOhms ±1% 0.1W, 1/10W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200 Thick Film","0603","R1003_1,R1003_2,R1003_3,R1003_4,R1038_1,R1038_2,R1038_3,R1038_4","KOA Speer","RK73H1JTTD1005F","ECO Required for Substitution"
"37","4","15","15 Ohms ±1% 0.5W, 1/2W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film","0603","R1021_1,R1021_2,R1021_3,R1021_4","KOA Speer","SG73P1JTTD15R0F","ECO Required for Substitution"
"38","8","30","30 Ohms ±1% 0.5W, 1/2W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film","0603","R1022_1,R1022_2,R1022_3,R1022_4,R1035_1,R1035_2,R1035_3,R1035_4","KOA Speer","SG73P1JTTD30R0F","ECO Required for Substitution"
"39","4","49.9","49.9 Ohms ±1% 1W Chip Resistor Wide 0805 (2012 Metric), 0508 Automotive AEC-Q200, Moisture Resistant Thick Film","0508","R1025_1,R1025_2,R1025_3,R1025_4","KOA Speer","WK73R2ATTD49R9F","ECO Required for Substitution"
"40","8","22","22 Ohms ±1% 0.5W, 1/2W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film","0603","R1027_1,R1027_2,R1027_3,R1027_4,R1028_1,R1028_2,R1028_3,R1028_4","KOA Speer","SG73P1JTTD22R0F","ECO Required for Substitution"
"41","4","909k","909 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R1039_1,R1039_2,R1039_3,R1039_4","Yageo","RC0402FR-07909KL","Any Parametric Equivalent"
"42","4","2K TRIMPOT","2 kOhms 0.15W J Lead Surface Mount Trimmer Potentiometer Cermet 1.0 Turn Top Adjustment","2-SMD (3.8x3.6mm)","R1049_1,R1049_2,R1049_3,R1049_4","Bourns","TC33X-2-202E","ECO Required for Substitution"
"43","4","120","120 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R131_1,R131_2,R131_3,R131_4","Yageo","RC0402FR-07120RL","Any Parametric Equivalent"
"44","16","300","300 Ohms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thin Film","0402","R132_1,R132_2,R132_3,R132_4,R133_1,R133_2,R133_3,R133_4,R134_1,R134_2,R134_3,R134_4,R135_1,R135_2,R135_3,R135_4","Panasonic","ERA-2AEB301X","ECO Required for Substitution"
"45","8","10","10 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R136_1,R136_2,R136_3,R136_4,R137_1,R137_2,R137_3,R137_4","Yageo","RC0402FR-0710RL","Any Parametric Equivalent"
"46","7","49.9","49.9 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R23,R43,R63,R1037_1,R1037_2,R1037_3,R1037_4","Yageo","RC0402FR-0749R9L","Any Parametric Equivalent"
"47","10","0.01","10 mOhms ±1% 0.25W, 1/4W Chip Resistor 0603 (1608 Metric) Current Sense Thin Film","0603","R42,R57,R71,R89,R97,R98,R116,R120,R123,R126","Susumu","RL0816T-R010-F","Any Parametric Equivalent"
"48","24","1K","1 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R44,R48,R49,R50,R51,R52,R53,R65,R74,R85,R95,R125,R1001_1,R1001_2,R1001_3,R1001_4,R1045_1,R1045_2,R1045_3,R1045_4,R1046_1,R1046_2,R1046_3,R1046_4","Yageo","RC0402FR-071KL","Any Parametric Equivalent"
"49","14","90.9k","90.9 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R55,R96,R1041_1,R1041_2,R1041_3,R1041_4,R1042_1,R1042_2,R1042_3,R1042_4,R1047_1,R1047_2,R1047_3,R1047_4","Yageo","RC0402FR-0790K9L","Any Parametric Equivalent"
"50","9","20k","20 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R56,R100,R103,R105,R122,R1026_1,R1026_2,R1026_3,R1026_4","Yageo","RC0402FR-0720KL","Any Parametric Equivalent"
"51","7","2K","2 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R6,R64,R127,R1043_1,R1043_2,R1043_3,R1043_4","Yageo","RC0402FR-072KL","Any Parametric Equivalent"
"52","6","100","100 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R7,R22,R60,R107,R112,R115","Yageo","RC0402FR-07100RL","Any Parametric Equivalent"
"53","5","35.7k","35.7 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R88,R1036_1,R1036_2,R1036_3,R1036_4","Yageo","RC0402FR-0735K7L","Any Parametric Equivalent"
"54","15","4.7K","4.7 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","0402","R9,R10,R11,R12,R46,R47,R69,R70,R73,R99,R102,R104,R113,R114,R119","Yageo","RC0402FR-074K7L","Any Parametric Equivalent"
"55","2","0.1","100 mOhms ±1% 0.167W, 1/6W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Current Sense Thick Film","0402","R90,R106","Panasonic","ERJ-2BSFR10X","Any Parametric Equivalent"
"56","4","2118728-2","RF Shield Frame 0.728"" (18.50mm) X 1.156"" (29.36mm) Surface Mount","Surface Mount","SHLD1001_1,SHLD1001_2,SHLD1001_3,SHLD1001_4","TE Connectivity","2118728-2","No Substitutions"
"57","1","SN74LVC1G17","Buffer, Non-Inverting 1 Element 1 Bit per Element Push-Pull Output SC-70-5","SC-70-5","U1","Texas Instruments","SN74LVC1G17DCKR","ECO Required for Substitution"
"58","1","MCP4452-104E","Digital Potentiometer 100k Ohm 4 Circuit 257 Taps I2C Interface 14-TSSOP","14-TSSOP","U2","Microchip","MCP4452-104E","ECO Required for Substitution"
"59","1","MCP4728","12 Bit Digital to Analog Converter 4 10-MSOP","10-MSOP","U3","Microchip","MCP4728T-E/UN","ECO Required for Substitution","Yes"
"60","1","REF2025","Series Voltage Reference IC Fixed 1.24V, 2.5V V ±0.05% 20 mA SOT-23-THIN","SOT-23-5","U4","Texas Instruments","REF2025AIDDCR","No Substitutions"
"61","1","HMCAD1520","8, 12, 14, 16 Bit Analog to Digital Converter 1, 2, 4 Input 4 Pipelined 48-QFN (7x7)","48-QFN (7x7mm)","U6","Analog Devices","HMCAD1520","No Substitutions","Yes"
"62","1","ZL30260LDG1","Clock Multiplier, Frequency Synthesizer IC 1.045GHz 1 56-VFQFN Exposed Pad","56-VFQFN (8x8mm)","U7","Microchip","ZL30260LDG1","No Substitutions"
"63","1","FIN1019MTCX","1/1 Transceiver Full LVDS 14-TSSOP","14-TSSOP","U10","onsemi","FIN1019MTCX","No Substitutions"
"64","1","TPSM82913","Non-Isolated PoL Module DC DC Converter 1 Output 0.8 ~ 5.5V 3A 3V - 17V Input, 28-B0QFN (4.5x5.5)","28-B0QFN (4.5x5.5mm)","U11","Texas Instruments","TPSM82913RDUR","No Substitutions"
"65","1","LM27761","Charge Pump Switching Regulator IC Negative Adjustable -1.5V 1 Output 250mA 8-WFDFN Exposed Pad","8-WFDFN (2x2mm)","U13","Texas Instruments","LM27761DSGR","No Substitutions","Yes"
"66","1","IC FPGA XC7A50T-2CSG325C","Artix-7 FPGA, 150 User I/Os, 4 GTP, 324-Ball BGA, Speed Grade 2, Commercial Grade, Pb-Free","324-BGA (15x15mm)","U18","Xilinx","XC7A50T-2CSG325C","No Substitutions","Yes"
"67","1","MX25L6433FZNI-08G","FLASH - NOR Memory IC 64Mbit SPI - Quad I/O 133 MHz 8-WSON (6x5)","8-WSON (6x5mm)","U19","Macronix","MX25L6433FZNI-08G-TR","ECO Required for Substitution"
"68","4","TMUX4053","3 Circuit IC Switch 2:1 240Ohm 16-SOT-23-THIN","16-SOT-23-THIN","U1001_1,U1001_2,U1001_3,U1001_4","Texas Instruments","TMUX4053DYYR","No Substitutions"
"69","4","LMH6518","Variable Gain Amplifier 1 Circuit Differential 16-WQFN (4x4)","16-WQFN (4x4mm)","U1008_1,U1008_2,U1008_3,U1008_4","Texas Instruments","LMH6518SQX/NOPB","No Substitutions","Yes"
"70","4","BUF802","J-FET Amplifier 1 Circuit Push-Pull 16-VQFN (3x3)","16-VQFN (3x3mm)","U1009_1,U1009_2,U1009_3,U1009_4","Texas Instruments","BUF802IRGTR","No Substitutions","Yes"
"71","4","ADA4930-1YCPZ","Differential Amplifier 1 Circuit Differential 16-LFCSP-VQ (3x3)","16-QFN (3x3mm)","U12_1,U12_2,U12_3,U12_4","Analog Devices","ADA4930-1YCPZ-R7","No Substitutions"
"72","3","TPS7A9101","Linear Voltage Regulator IC Positive Adjustable 1 Output 1.05A 10-SON (2.5x2.5)","10-DFN (2.5x2.5mm)","U14,U15,U22","Texas Instruments","TPS7A9101DSKR","No Substitutions"
"73","5","OPA140AIDBVR","J-FET Amplifier 1 Circuit Rail-to-Rail SOT-23-5","SOT-23-5","U5,U1011_1,U1011_2,U1011_3,U1011_4","Texas Instruments","OPA140AIDBVR","No Substitutions"
"74","4","TPS62A02","Buck Switching Regulator IC Positive Adjustable 0.6V 1 Output 2A SOT-563","SOT-563","U8,U20,U21,U23","Texas Instruments","TPS62A02DRLR","No Substitutions","Yes"
"75","2","TPS7A2033","Linear Voltage Regulator IC Positive Fixed 1 Output 300mA SOT-23-5","SOT-23-5","U9,U16","Texas Instruments","TPS7A2033PDBVR","No Substitutions","Yes"
"76","1","10MHz","10 MHz ±2.5ppm TCXO HCMOS Oscillator 1.6V ~ 3.6V Enable/Disable 4-SMD, No Lead","4-SMD (3.2x2.5mm)","Y1","ECS International","ECS-TXO-3225MV-100-TR","ECO Required for Substitution"
"77","1","25MHz","25 MHz ±2.5ppm TCXO HCMOS Oscillator 3.3V Enable/Disable 4-SMD, No Lead","4-SMD (2.0x1.6mm)","Y2","ECS International","ECS-TXO-2016-33-250-TR","ECO Required for Substitution"
